movie,Nosey,Bossy,Easygoing,Rebellious,Humble,Conscientious
ID117vid4,28.25,48.29411765,55.66666667,36.4375,66.625,61.28571429
ID117vid4,28.5,48.52941176,55.44444444,30.75,68.8125,61.28571429
ID117vid4,28.375,48.47058824,55.33333333,30.5,67.25,61.28571429
ID117vid4,27.625,48.35294118,55.44444444,30.375,64.125,61.71428571
ID117vid4,27.75,47.88235294,55.44444444,32.4375,70.125,62.28571429
ID117vid4,27.5,47.29411765,55.33333333,32.8125,69.875,63.14285714
ID117vid4,27.5,46.94117647,55.11111111,32.8125,65.375,63.85714286
ID117vid4,26.875,46,55.11111111,33.1875,65.375,64.14285714
ID117vid4,26.875,45.17647059,55.11111111,33.8125,69.5,64.71428571
ID117vid4,26.875,44.82352941,54.88888889,33.3125,69.5,68.07142857
ID117vid4,27,45.17647059,54.05555556,30.375,68.875,70.42857143
ID117vid4,26.875,44.82352941,53.16666667,30.625,65,70.57142857
ID117vid4,26.375,45.17647059,53.61111111,31.5,64.875,70.57142857
ID117vid4,26.375,44.58823529,53.27777778,31.125,64.875,71.28571429
ID117vid4,26.125,44.47058824,53.38888889,30.625,67.5625,71.57142857
ID117vid4,25.25,45.17647059,53.61111111,26,68.25,71.57142857
ID117vid4,25.125,45.29411765,53.5,25.625,67.5,71.85714286
ID117vid4,25,45.64705882,53.83333333,27.75,66.0625,71.57142857
ID117vid4,25,45.29411765,52.61111111,27.75,66.0625,71.71428571
ID117vid4,24.875,45.64705882,52.83333333,28.375,66.0625,72.14285714
ID117vid4,24.75,45.29411765,52.83333333,31.375,66.3125,72
ID117vid4,25.25,45,52.83333333,30.75,67.875,72
ID117vid4,26.125,44.41176471,52.72222222,24.625,67.0625,71.85714286
ID117vid4,26,44.88235294,52.05555556,25.375,67.375,71.85714286
ID117vid4,25.25,45,52.16666667,25.5,67.375,72.14285714
ID117vid4,24.875,45.23529412,52.05555556,28.0625,67.375,72.57142857
ID117vid4,24.125,46.29411765,52.16666667,31.625,67.375,72.85714286
ID117vid4,23.375,48.29411765,52.38888889,31.5,67.125,73.42857143
ID117vid4,22.75,47,52.38888889,31.5,66.625,74.28571429
ID117vid4,21.5,46,52.38888889,30.75,66.5,75.28571429
ID117vid4,20.875,47.11764706,52.44444444,24.625,65.875,75.57142857
ID117vid4,20.375,46.47058824,53,24.875,65.375,75.57142857
ID117vid4,20,47.76470588,53.88888889,31.375,61.5,75.71428571
ID117vid4,19.125,47.64705882,53.77777778,31.375,65.75,75.85714286
ID117vid4,19.375,48.64705882,54.33333333,31.125,65.5,75.85714286
ID117vid4,20.125,46.94117647,54.55555556,30.375,60.1875,75.85714286
ID117vid4,20.25,46.94117647,54.22222222,23.75,59.6875,75.85714286
ID117vid4,20.5,47.05882353,54.44444444,23.75,60.1875,75.71428571
ID117vid4,22.9375,48.05882353,54.44444444,30.5,60.4375,76
ID117vid4,17.25,46.70588235,53.88888889,30.375,66.25,76.57142857
ID117vid4,22.1875,45.05882353,53.44444444,24,65.3125,76.71428571
ID117vid4,18.8125,45.29411765,54.05555556,24.875,63.3125,76.71428571
ID117vid4,22.875,46.70588235,54.27777778,29.9375,66.25,77
ID117vid4,17.8125,45.88235294,54.16666667,31.75,65.5,77
ID117vid4,20,42.23529412,53.94444444,26.8125,65.75,76.85714286
ID117vid4,20.75,41.58823529,54.61111111,25.5,59.5,76.14285714
ID117vid4,20.75,43.64705882,55.05555556,25.625,59.125,75.71428571
ID117vid4,19.75,42.47058824,55.05555556,25.25,59.8125,74.85714286
ID117vid4,23.0625,42.35294118,54.83333333,25.125,61.0625,75.42857143
ID117vid4,17.875,42.47058824,54.27777778,25.25,59.5,75.42857143
ID117vid4,22.0625,42.94117647,54.61111111,27.8125,61.9375,75.57142857
ID117vid4,20.5,42.82352941,55.05555556,27.3125,62.1875,75.57142857
ID117vid4,21,43.64705882,55.27777778,29.375,58.5625,75.57142857
ID117vid4,21.125,44.58823529,55.5,25.625,58.875,76.14285714
ID117vid4,21.125,44.47058824,54.94444444,22.375,64.25,76.28571429
ID117vid4,21.625,45.64705882,54.61111111,22.5,64,76.28571429
ID117vid4,19.125,45.70588235,54.5,22.625,63.875,76
ID117vid4,23.5,46.88235294,54.5,22.875,63.875,75.57142857
ID117vid4,22.4375,46.82352941,54.94444444,23.375,62.4375,75.14285714
ID117vid4,22.5625,46.47058824,55.61111111,23.25,57.5,75.57142857
ID117vid4,21.8125,44.94117647,55.83333333,23.375,57.5,75.85714286
ID117vid4,22.0625,44.70588235,55.83333333,23.25,58.3125,76
ID117vid4,21.9375,42.76470588,55.83333333,23.875,58.5625,76.14285714
ID117vid4,22.1875,44.23529412,55.94444444,23.125,59.625,76.14285714
ID117vid4,21.9375,40.76470588,56.16666667,22.625,58.9375,76.14285714
ID117vid4,21.6875,38.58823529,56.16666667,22.375,60.375,76.57142857
ID117vid4,22.1875,40.52941176,56.27777778,21.875,60.3125,76.71428571
ID117vid4,22.0625,35.41176471,56.27777778,21.25,59.6875,77.14285714
ID117vid4,21.8125,36.11764706,56.16666667,21.625,60.4375,77.42857143
ID117vid4,22.1875,35.29411765,56.05555556,22,66.5,77.42857143
ID117vid4,21.8125,35.41176471,55.61111111,21.5,63.4375,77.42857143
ID117vid4,22.3125,38.17647059,55.38888889,21,64.0625,77.71428571
ID117vid4,22.0625,37.94117647,54.94444444,21.25,64.4375,77.57142857
ID117vid4,22.0625,37.58823529,54.38888889,21.5,64.3125,77.42857143
ID117vid4,22.1875,38.64705882,54.16666667,20.5,64.5625,76.42857143
ID117vid4,22.0625,39.58823529,53.94444444,20.875,65.1875,76.07142857
ID117vid4,22.1875,39.35294118,54.61111111,20.75,64.9375,75.78571429
ID117vid4,21.9375,39.70588235,54.61111111,23.125,64.5625,75.78571429
ID117vid4,22.4375,39.82352941,54.61111111,24.6875,64.5625,75.92857143
ID117vid4,22.3125,39.11764706,54.27777778,24.3125,65.1875,76.35714286
ID117vid4,22.5625,38.29411765,53.77777778,22.875,65.6875,76.92857143
ID117vid4,22.4375,39,53.5,23,65.4375,76.64285714
ID117vid4,22.1875,39.11764706,53.72222222,24.6875,67.4375,76.64285714
ID117vid4,21.3125,39.35294118,53.72222222,25.1875,67.5625,76.21428571
ID117vid4,20.9375,39.11764706,53.27777778,25.6875,67.5625,76.35714286
ID117vid4,20.3125,38.05882353,53.16666667,25.5625,67.5625,76.5
ID117vid4,20.1875,34.94117647,53.38888889,24.9375,66.8125,76.64285714
ID117vid4,20.0625,36.52941176,53.72222222,24.4375,66.375,76.78571429
ID117vid4,19.8125,40.82352941,53.5,24.0625,66.25,77.5
ID117vid4,19.5625,37.05882353,54.22222222,23.4375,66.75,78
ID117vid4,19.6875,35.94117647,55.11111111,23.0625,67,79.07142857
ID117vid4,19.5625,41.29411765,55.11111111,23.6875,67.4375,79.21428571
ID117vid4,19.6875,38.41176471,54.66666667,24.0625,67.4375,79.35714286
ID117vid4,19.8125,35.17647059,54.66666667,24.5625,67.4375,80.07142857
ID117vid4,20.0625,39.82352941,54.22222222,25.3125,67.1875,79.64285714
ID117vid4,19.8125,41.17647059,53.88888889,24.9375,66.9375,78.57142857
ID117vid4,19.9375,39.52941176,53.33333333,25.1875,67.1875,78.42857143
ID117vid4,19.8125,34.94117647,53.22222222,23,67.3125,78.71428571
ID117vid4,19.5625,35.82352941,53.83333333,22.75,67.0625,78.85714286
ID117vid4,19.3125,40.47058824,54.66666667,23,66.8125,78.28571429
ID117vid4,18.9375,35.70588235,54.61111111,22.25,66.9375,78
ID117vid4,19.1875,34.58823529,54.83333333,22,67.1875,77.71428571
ID117vid4,19.0625,40.35294118,54.94444444,22.25,67.0625,77.85714286
ID117vid4,18.9375,40.70588235,54.27777778,22,66.5625,77.71428571
ID117vid4,19.0625,36.94117647,53.61111111,21.75,66.6875,77.71428571
ID117vid4,18.8125,38.82352941,52.38888889,21.5,64.25,77.28571429
ID117vid4,18.5625,40.58823529,52.05555556,22.25,68.1875,77
ID117vid4,18.1875,38.11764706,52.05555556,22.125,67.875,77
ID117vid4,18.3125,36.23529412,51.72222222,22.25,63.1875,76.28571429
ID117vid4,18.5625,33.52941176,51.27777778,22.125,64.75,76.42857143
ID117vid4,18.1875,33.17647059,51.05555556,21.875,68.0625,76.57142857
ID117vid4,18.3125,34.41176471,50.94444444,22.25,64.125,76.85714286
ID117vid4,18.4375,32.35294118,51.27777778,22.25,67.1875,77.42857143
ID117vid4,18.3125,41.64705882,51.61111111,22,69,77.57142857
ID117vid4,18.4375,40.29411765,51.61111111,20.875,65.75,77.85714286
ID117vid4,17.8125,37.52941176,51.61111111,20.75,66,77.85714286
ID117vid4,18.0625,35.23529412,51.38888889,21.25,66.375,78.14285714
ID117vid4,17.6875,32.82352941,51.16666667,21.5,66.5,78.42857143
ID117vid4,17.9375,34.88235294,50.83333333,22.125,66.625,78.28571429
ID117vid4,17.3125,37.64705882,50.72222222,22.25,66.625,78.42857143
ID117vid4,17.8125,34.05882353,50.83333333,24.1875,67,79.14285714
ID117vid4,17.1875,34.64705882,51.05555556,29.125,67.25,80.14285714
ID117vid4,17.5625,34.41176471,51.05555556,28.75,67.375,80.28571429
ID117vid4,16.9375,32.58823529,51.27777778,28.125,67.375,80.71428571
ID117vid4,17.1875,38.05882353,51.61111111,27.3125,67.25,80.71428571
ID117vid4,17.0625,36.82352941,51.61111111,25.625,67.375,81.42857143
ID117vid4,16.3125,37.17647059,51.83333333,26,67.625,82.28571429
ID117vid4,15.9375,37.64705882,51.83333333,26.375,67.5,82.71428571
ID117vid4,15.6875,38.58823529,50.83333333,26.375,67,83
ID117vid4,15.1875,39.52941176,50.61111111,25.75,66.125,83.57142857
ID117vid4,15.3125,39.05882353,50.27777778,25.5,65.75,83.42857143
ID117vid4,15.4375,39.05882353,49.94444444,26.375,65.875,83.14285714
ID117vid4,15.1875,39.17647059,49.83333333,25.625,66,83
ID117vid4,14.9375,40.76470588,49.27777778,25.75,66.125,82.28571429
ID117vid4,14.6875,35.76470588,49.16666667,24.125,66.25,82
ID117vid4,14.1875,36.41176471,49.27777778,24.625,65.1875,81.28571429
ID117vid4,14.0625,37.47058824,49.61111111,24.75,65.5625,80.71428571
ID117vid4,14.0625,37,49.61111111,23.625,68.875,80
ID117vid4,14.1875,37.11764706,49.61111111,23.5,65.5,79
ID117vid4,14.5625,36.29411765,49.27777778,22.75,64.25,78.85714286
ID117vid4,14.4375,35.58823529,49.38888889,21.625,64.5,79.28571429
ID117vid4,14.1875,35.52941176,49.61111111,22.5,64.625,78.71428571
ID117vid4,13.8125,34.94117647,49.27777778,22.875,66.5,78.85714286
ID117vid4,13.8125,34.94117647,49.27777778,23,70.375,78.14285714
ID117vid4,13.8125,35.17647059,49.27777778,28.5625,67.6875,78.14285714
ID129vid3,74.29411765,48.625,41.94444444,31.92857143,63.88235294,40.46666667
ID129vid3,74.17647059,48.375,41.83333333,31.92857143,63.88235294,40.73333333
ID129vid3,73.64705882,48.25,41.5,31.64285714,64,40
ID129vid3,68.52941176,47.0625,40.94444444,32.35714286,64.11764706,40.13333333
ID129vid3,68.29411765,49.5,40.61111111,32.21428571,63.64705882,40.66666667
ID129vid3,68.05882353,50.5625,40.05555556,28,63.76470588,41.53333333
ID129vid3,67.82352941,50.0625,39.61111111,29.42857143,64.23529412,43.4
ID129vid3,67.11764706,49.6875,38.61111111,30.85714286,64.35294118,45.06666667
ID129vid3,65.52941176,49.5625,38.5,34.71428571,64.70588235,48.33333333
ID129vid3,65.05882353,50.3125,37.66666667,35.28571429,64.82352941,48.93333333
ID129vid3,64.11764706,50.4375,37.88888889,35.5,64.47058824,49.13333333
ID129vid3,63.52941176,50.4375,39.22222222,34.85714286,63.88235294,49
ID129vid3,63.17647059,49.6875,40.77777778,35,64.11764706,49.4
ID129vid3,59.64705882,49.9375,42.77777778,37.28571429,64,50.2
ID129vid3,59.17647059,49.5625,43.61111111,38.07142857,63.76470588,50.46666667
ID129vid3,59.05882353,48.8125,43.83333333,38.07142857,63.52941176,50.6
ID129vid3,58.58823529,47.8125,44.77777778,37.5,63.17647059,50.6
ID129vid3,57.29411765,47.5625,46,37.21428571,63.41176471,50.2
ID129vid3,59.70588235,46.8125,48.61111111,36.64285714,63.88235294,50.46666667
ID129vid3,56.58823529,46.5625,49.61111111,37.14285714,64.94117647,51.13333333
ID129vid3,56.05882353,45.5625,50.16666667,36.42857143,65.17647059,51.8
ID129vid3,55.82352941,49.75,51.22222222,31.85714286,65.76470588,51.8
ID129vid3,55.23529412,47.25,51.77777778,31.57142857,65.88235294,53.26666667
ID129vid3,54.88235294,43.125,52.88888889,31.28571429,66.23529412,53.93333333
ID129vid3,55.11764706,43.625,54.27777778,30.42857143,65.52941176,53.93333333
ID129vid3,54.35294118,44.125,56.83333333,30.71428571,65.52941176,53.53333333
ID129vid3,54.47058824,45.25,57.5,30.14285714,65.52941176,53.66666667
ID129vid3,55.05882353,45.75,57.05555556,29.14285714,66.23529412,54.2
ID129vid3,56.29411765,44.75,57.83333333,27.78571429,66.35294118,55.53333333
ID129vid3,54.70588235,45.25,58.05555556,27.5,66.70588235,55.53333333
ID129vid3,54.70588235,44.5,58.38888889,26.92857143,67.41176471,55.4
ID129vid3,58.17647059,40.875,58.5,26.5,66.82352941,55.13333333
ID129vid3,54.64705882,40.625,59.05555556,26.21428571,66.82352941,54.73333333
ID129vid3,60.88235294,40.125,58.83333333,25.92857143,66.70588235,54.6
ID129vid3,58.11764706,40.9375,60.05555556,26.07142857,66.47058824,54.6
ID129vid3,57,40.6875,60.5,25.92857143,67.17647059,55.4
ID129vid3,54.23529412,40.75,61.27777778,27.92857143,68.23529412,55.66666667
ID129vid3,54.23529412,39.125,62.94444444,29.28571429,68.94117647,56.46666667
ID129vid3,54.35294118,39.1875,63.72222222,29.42857143,69.52941176,56.46666667
ID129vid3,53.52941176,39.875,63.83333333,29.07142857,70,56.73333333
ID129vid3,53.64705882,39.75,63.94444444,26.21428571,70.23529412,56.86666667
ID129vid3,55.23529412,39.625,64.05555556,26.07142857,70.35294118,56.73333333
ID129vid3,54.64705882,39.375,63.27777778,26.35714286,70.58823529,56.6
ID129vid3,54.64705882,39.25,62.94444444,26.64285714,71.17647059,56.33333333
ID129vid3,54.17647059,38.75,62.94444444,26.92857143,71.52941176,56.33333333
ID129vid3,54.52941176,37.625,63.5,26.78571429,71.76470588,56.6
ID129vid3,53.41176471,37.375,63.38888889,27.07142857,71.41176471,56.46666667
ID129vid3,55.47058824,38,62.72222222,27.5,72,56.6
ID129vid3,54.11764706,37.6875,60.16666667,27.35714286,72.47058824,57
ID129vid3,55.23529412,37.4375,58.5,27.78571429,73.05882353,57.26666667
ID129vid3,51.52941176,37.0625,58.16666667,28.07142857,72.94117647,57.13333333
ID129vid3,55.17647059,35.8125,56.66666667,28.07142857,72.82352941,57.66666667
ID129vid3,54.76470588,34.8125,55.83333333,27.78571429,72.82352941,58.13333333
ID129vid3,54.94117647,35.0625,55.11111111,28.21428571,72.58823529,58
ID129vid3,56.17647059,36,54.66666667,27.5,73.05882353,55
ID129vid3,56.05882353,34.875,53.44444444,27.35714286,73.05882353,55.13333333
ID129vid3,56.17647059,35.25,52.88888889,27.5,73.41176471,55.4
ID129vid3,56.64705882,34.75,52.22222222,27.78571429,73.88235294,55.26666667
ID129vid3,57.35294118,35.25,52,28.35714286,73.64705882,55.4
ID129vid3,57.29411765,35.375,51.33333333,27.92857143,73.52941176,55.53333333
ID129vid3,57.29411765,34.875,51.44444444,27.92857143,73.17647059,57
ID129vid3,54.35294118,35.875,51.44444444,27.78571429,73.41176471,57.8
ID129vid3,53.41176471,34.75,51.11111111,29.57142857,73.64705882,58.2
ID129vid3,49.23529412,35.375,50.66666667,29.14285714,73.64705882,58.2
ID129vid3,48.41176471,34.875,50.22222222,29.71428571,73.52941176,58.2
ID129vid3,48.41176471,34.375,49.55555556,30.14285714,73.05882353,58.33333333
ID129vid3,48.64705882,33.5,49.33333333,29.07142857,73.64705882,58.33333333
ID129vid3,48.29411765,33.625,49.88888889,28.92857143,73.76470588,58.33333333
ID129vid3,48.64705882,33.625,49.77777778,30.07142857,74.11764706,58.6
ID129vid3,49.29411765,33.75,49.22222222,30.35714286,73.76470588,58.73333333
